Transaction_ID,Date_Created,Subscription_Type,Negotiation_Success_Prob,User_Feedback, Monthly_Fee_USD 
TRX-94259,,electricity bill,0.0085,Stop charging me., $5.37 
TRX-41787,05/06/2025,cloud storage,0.9,Spaces at the beginning, $85.99 
TRX-96760,05/04/2025,electricity bill,,, $38.51 
TRX-84231,03/01/2026,netflix,0.088695199,Negotiation needed ASAP, $118.49 
TRX-80910,03/01/2026,cloud storage,0.949553499,It's too expensive!!!, $43.01 
TRX-19572,,gym membership,,It's too expensive!!!, $4.15 
TRX-49248,03/01/2026,cloud storage,0.9,, $12.73 
TRX-77632,,spotify,,Negotiation needed ASAP, $93.33 
TRX-63271,,spotify,0.9,Negotiation needed ASAP, $45.16 
TRX-48903,,cloud storage,0.0085,, $43.01 
TRX-97462,03/01/2026,spotify,0.0085,Spaces at the beginning, $142.61 
TRX-94197,03/01/2026,spotify,0.9,Stop charging me., $11.90 
TRX-33422,,cloud storage,0.637479145,Stop charging me., $12.16 
TRX-24786,03/01/2026,gym membership,0.0085,Negotiation needed ASAP, $115.27 
TRX-56050,,electricity bill,0.440061143,, $38.51 
TRX-32151,,electricity bill,,, $88.32 
TRX-40639,,netflix,0.199933963,Stop charging me., $63.65 
TRX-45365,,electricity bill,,Spaces at the beginning, $38.51 
TRX-55814,07/05/2025,internet provider,0.0085,, $46.38 
TRX-19359,11/05/2025,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-39020,03/01/2026,electricity bill,0.421821369,Stop charging me., $135.40 
TRX-7233,,gym membership,,, $7.11 
TRX-91391,,electricity bill,0.0085,Stop charging me., $92.01 
TRX-28342,,cloud storage,0.0085,It's too expensive!!!, $8.19 
TRX-5832,03/01/2026,internet provider,0.9,It's too expensive!!!, $46.38 
TRX-33921,,gym membership,0.709941139,It's too expensive!!!, $144.10 
TRX-47908,,gym membership,0.0085,Stop charging me., $46.46 
TRX-39841,,gym membership,0.084808378,, $64.33 
TRX-73287,,electricity bill,,, $38.51 
TRX-27638,03/08/2026,spotify,0.553833677,Negotiation needed ASAP, $65.42 
TRX-8959,,internet provider,0.9,Stop charging me., $26.27 
TRX-44973,,netflix,,Stop charging me., $116.47 
TRX-65536,,spotify,0.0085,Stop charging me., $28.55 
TRX-62480,,netflix,0.9,Negotiation needed ASAP, $41.77 
TRX-36959,08/02/2025,cloud storage,0.9,It's too expensive!!!, $5.67 
TRX-24045,,cloud storage,,, $60.65 
TRX-52699,,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-39318,,internet provider,0.0085,Negotiation needed ASAP, $7.18 
TRX-58775,,spotify,0.9,Negotiation needed ASAP, $8.47 
TRX-81094,,gym membership,0.561886038,It's too expensive!!!, $5.73 
TRX-58393,,cloud storage,0.9,, $11.69 
TRX-31657,03/01/2026,netflix,,Stop charging me., $9.19 
TRX-24129,,spotify,0.0085,Negotiation needed ASAP, $48.30 
TRX-27738,03/01/2026,internet provider,0.108919111,Spaces at the beginning, $46.38 
TRX-1082,,cloud storage,0.9,Stop charging me., $48.15 
TRX-33119,,cloud storage,,Spaces at the beginning, $43.01 
TRX-50493,,netflix,0.0085,Spaces at the beginning, $109.13 
TRX-57917,,electricity bill,0.628493471,, $25.55 
TRX-24204,,cloud storage,0.83284039,Negotiation needed ASAP, $137.70 
TRX-56558,03/01/2026,internet provider,,It's too expensive!!!, $9.90 
TRX-1506,,internet provider,0.9,Stop charging me., $46.38 
TRX-84530,12/02/2025,internet provider,0.169728276,, $18.48 
TRX-86090,,cloud storage,,Negotiation needed ASAP, $43.01 
TRX-10349,03/01/2026,internet provider,0.551233837,, $46.38 
TRX-84983,03/01/2026,internet provider,0.151971613,Stop charging me., $12.94 
TRX-8092,,spotify,0.673815934,, $100.79 
TRX-87995,,gym membership,,Stop charging me., $147.84 
TRX-27979,12/01/2025,cloud storage,,It's too expensive!!!, $92.74 
TRX-67725,,spotify,,Negotiation needed ASAP, $7.45 
TRX-88618,,gym membership,0.493743228,Spaces at the beginning, $87.50 
TRX-86406,03/01/2026,spotify,,Spaces at the beginning, $9.24 
TRX-53384,,internet provider,,Spaces at the beginning, $12.57 
TRX-97615,03/01/2026,spotify,,Negotiation needed ASAP, $45.16 
TRX-65709,,internet provider,0.405338799,Stop charging me., $140.82 
TRX-41470,,internet provider,,, $4.53 
TRX-58096,,cloud storage,0.083793341,Negotiation needed ASAP, $142.58 
TRX-50184,03/01/2026,gym membership,0.0085,It's too expensive!!!, $46.46 
TRX-98051,,spotify,,Stop charging me., $45.16 
TRX-8215,,internet provider,0.9,It's too expensive!!!, $8.46 
TRX-80729,10/04/2025,electricity bill,0.856958019,It's too expensive!!!, $119.98 
TRX-87869,03/01/2026,netflix,0.39051029,Stop charging me., $68.42 
TRX-96730,,gym membership,0.883614925,Stop charging me., $3.39 
TRX-91476,01/05/2026,spotify,0.9,Spaces at the beginning, $112.47 
TRX-78261,05/01/2025,spotify,0.0085,It's too expensive!!!, $13.25 
TRX-78553,,electricity bill,,Stop charging me., $99.36 
TRX-72455,05/11/2025,netflix,0.9,, $27.99 
TRX-49424,,electricity bill,0.0085,It's too expensive!!!, $76.79 
TRX-45253,03/01/2026,gym membership,0.9,, $37.76 
TRX-88512,,gym membership,0.707233052,Spaces at the beginning, $11.75 
TRX-56518,,cloud storage,0.9,Stop charging me., $74.33 
TRX-1072,,internet provider,0.0085,Negotiation needed ASAP, $63.96 
TRX-67095,11/02/2025,cloud storage,0.9,, $43.01 
TRX-19469,,internet provider,0.560068094,Negotiation needed ASAP, $46.38 
TRX-60432,07/09/2025,gym membership,,It's too expensive!!!, $46.46 
TRX-80467,,electricity bill,0.9,Negotiation needed ASAP, $7.64 
TRX-14004,,electricity bill,0.230600025,, $71.11 
TRX-73545,,spotify,0.49823429,It's too expensive!!!, $45.99 
TRX-94994,,electricity bill,0.196080432,, $101.09 
TRX-35144,,spotify,0.9,Negotiation needed ASAP, $3.61 
TRX-2275,03/01/2026,internet provider,0.744929934,It's too expensive!!!, $66.18 
TRX-24065,,spotify,,Spaces at the beginning, $4.30 
TRX-70323,01/08/2026,netflix,0.559600416,, $12.83 
TRX-3003,,spotify,0.0085,It's too expensive!!!, $102.78 
TRX-24000,03/01/2026,cloud storage,0.319411123,, $43.01 
TRX-65138,,gym membership,0.939910281,It's too expensive!!!, $14.03 
TRX-63523,03/01/2026,spotify,0.0085,It's too expensive!!!, $73.51 
TRX-90329,,cloud storage,,Spaces at the beginning, $146.11 
TRX-61204,,gym membership,0.003731501,It's too expensive!!!, $77.73 
TRX-10363,03/01/2026,gym membership,,Stop charging me., $46.46 
TRX-74348,,electricity bill,0.9,Stop charging me., $38.51 
TRX-31781,,netflix,,Negotiation needed ASAP, $64.20 
TRX-45880,,internet provider,,Stop charging me., $13.10 
TRX-90466,03/01/2026,cloud storage,0.65799924,Negotiation needed ASAP, $134.59 
TRX-78007,,netflix,0.129423967,It's too expensive!!!, $44.83 
TRX-78573,03/01/2026,internet provider,,Negotiation needed ASAP, $46.38 
TRX-48177,,internet provider,0.0085,, $8.32 
TRX-14851,,gym membership,0.370288608,Stop charging me., $46.46 
TRX-52323,03/01/2026,netflix,,Negotiation needed ASAP, $10.61 
TRX-24818,,cloud storage,0.726616357,Spaces at the beginning, $6.25 
TRX-39963,,gym membership,0.75244343,, $11.00 
TRX-45563,,electricity bill,,It's too expensive!!!, $38.51 
TRX-74427,,spotify,0.0085,, $45.16 
TRX-8433,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $125.84 
TRX-87050,03/01/2026,spotify,0.938693444,Negotiation needed ASAP, $45.16 
TRX-88163,03/01/2026,cloud storage,0.455612996,Negotiation needed ASAP, $79.12 
TRX-96219,03/01/2026,cloud storage,0.9,, $12.14 
TRX-25733,,internet provider,0.0085,, $5.52 
TRX-51656,03/01/2026,cloud storage,0.476613419,Stop charging me., $88.74 
TRX-73722,,electricity bill,0.92847785,Stop charging me., $61.39 
TRX-59634,03/01/2026,netflix,,It's too expensive!!!, $19.11 
TRX-35910,,internet provider,0.976620751,Negotiation needed ASAP, $46.38 
TRX-79779,,electricity bill,,Negotiation needed ASAP, $38.51 
TRX-68730,,spotify,0.587688968,Stop charging me., $35.41 
TRX-76252,,cloud storage,0.0085,, $43.01 
TRX-27687,,electricity bill,,Stop charging me., $38.51 
TRX-60402,,gym membership,0.0085,Stop charging me., $4.35 
TRX-99550,09/08/2025,spotify,0.9,It's too expensive!!!, $45.16 
TRX-77394,,gym membership,0.0085,Negotiation needed ASAP, $46.46 
TRX-54915,,cloud storage,0.9,, $8.99 
TRX-71720,10/12/2025,electricity bill,0.9,Stop charging me., $90.78 
TRX-72940,,gym membership,0.0085,Stop charging me., $13.04 
TRX-89017,,spotify,,, $35.26 
TRX-29573,08/08/2025,internet provider,0.9,Stop charging me., $112.23 
TRX-2287,,internet provider,0.411411854,, $10.01 
TRX-97231,03/01/2026,electricity bill,0.040958557,, $86.20 
TRX-21270,,spotify,,Spaces at the beginning, $77.11 
TRX-32774,,internet provider,0.813179943,Stop charging me., $34.13 
TRX-41352,02/01/2026,internet provider,,, $21.42 
TRX-49091,03/01/2026,internet provider,0.932475439,Spaces at the beginning, $46.38 
TRX-60895,,internet provider,,, $46.38 
TRX-8586,,spotify,,Spaces at the beginning, $58.16 
TRX-64606,,spotify,0.45812787,Stop charging me., $45.16 
TRX-71538,01/05/2026,gym membership,,Stop charging me., $114.07 
TRX-15812,01/07/2026,netflix,0.9,It's too expensive!!!, $13.07 
TRX-57154,,cloud storage,0.9,Negotiation needed ASAP, $43.01 
TRX-3849,,netflix,,, $44.83 
TRX-35854,,netflix,0.430467699,It's too expensive!!!, $7.33 
TRX-74614,,gym membership,0.9,It's too expensive!!!, $72.79 
TRX-61987,07/11/2025,gym membership,0.9,It's too expensive!!!, $58.58 
TRX-6546,,gym membership,,Spaces at the beginning, $46.46 
TRX-18746,,electricity bill,,, $38.51 
TRX-75584,,internet provider,,Stop charging me., $149.77 
TRX-14461,,gym membership,0.9,, $46.46 
TRX-44972,03/01/2026,spotify,,Spaces at the beginning, $4.49 
TRX-5105,03/01/2026,internet provider,0.423482735,It's too expensive!!!, $136.33 
TRX-46330,03/01/2026,cloud storage,0.389270975,Negotiation needed ASAP, $37.73 
TRX-50810,,spotify,0.0085,Spaces at the beginning, $17.65 
TRX-16734,03/01/2026,cloud storage,,It's too expensive!!!, $7.37 
TRX-16703,,netflix,0.75541993,Negotiation needed ASAP, $10.35 
TRX-56763,,gym membership,0.0085,Negotiation needed ASAP, $46.46 
TRX-47537,11/11/2025,cloud storage,0.9,Negotiation needed ASAP, $9.92 
TRX-97133,03/01/2026,internet provider,0.9,Spaces at the beginning, $107.90 
TRX-63551,,spotify,0.383298695,Negotiation needed ASAP, $45.16 
TRX-53847,,spotify,0.9,It's too expensive!!!, $11.73 
TRX-10718,03/01/2026,electricity bill,0.0085,Negotiation needed ASAP, $25.83 
TRX-85166,,internet provider,0.247530946,, $27.83 
TRX-15823,,spotify,0.563774416,, $106.33 
TRX-21282,,netflix,0.0085,It's too expensive!!!, $60.25 
TRX-39189,,spotify,,Stop charging me., $5.17 
TRX-11570,03/01/2026,cloud storage,0.79666014,Spaces at the beginning, $62.94 
TRX-63155,,gym membership,0.0085,, $41.09 
TRX-66857,03/01/2026,spotify,,Spaces at the beginning, $45.16 
TRX-22185,03/01/2026,netflix,0.74438647,It's too expensive!!!, $112.26 
TRX-67316,,netflix,,Negotiation needed ASAP, $99.22 
TRX-65440,09/04/2025,netflix,,Spaces at the beginning, $44.83 
TRX-97413,,spotify,,Stop charging me., $63.94 
TRX-50551,,electricity bill,0.9,, $38.51 
TRX-66232,,electricity bill,0.0085,It's too expensive!!!, $32.72 
TRX-17863,03/01/2026,spotify,0.9,Negotiation needed ASAP, $45.16 
TRX-81304,,gym membership,,Negotiation needed ASAP, $12.45 
TRX-52345,03/01/2026,electricity bill,,Negotiation needed ASAP, $118.01 
TRX-77863,03/01/2026,internet provider,,Spaces at the beginning, $9.73 
TRX-37250,,internet provider,0.9,, $46.38 
TRX-23119,03/01/2026,internet provider,,It's too expensive!!!, $46.38 
TRX-5963,,internet provider,0.0085,Spaces at the beginning, $125.92 
TRX-26555,,gym membership,0.0085,, $4.78 
TRX-76218,,electricity bill,0.22068335,It's too expensive!!!, $95.92 
TRX-80722,03/01/2026,spotify,,, $42.18 
TRX-17182,03/01/2026,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-11099,03/01/2026,cloud storage,0.9,, $7.22 
TRX-32872,,internet provider,0.9,Stop charging me., $75.21 
TRX-80981,,internet provider,0.0085,It's too expensive!!!, $46.38 
TRX-47608,,gym membership,0.0085,Stop charging me., $41.43 
TRX-5147,03/01/2026,spotify,0.0085,It's too expensive!!!, $116.16 
TRX-21614,,netflix,0.0085,It's too expensive!!!, $138.11 
TRX-28740,03/01/2026,netflix,0.9,, $107.52 
TRX-89563,03/01/2026,netflix,0.0085,Negotiation needed ASAP, $41.62 
TRX-68422,03/01/2026,netflix,0.9,, $7.57 
TRX-6964,03/01/2026,gym membership,0.9,Negotiation needed ASAP, $25.04 
TRX-59070,,gym membership,0.9,Spaces at the beginning, $115.97 
TRX-66312,,internet provider,0.9,Spaces at the beginning, $46.38 
TRX-71873,,spotify,0.0085,, $97.86 
TRX-82763,,spotify,0.422384984,Negotiation needed ASAP, $37.40 
TRX-72147,,cloud storage,0.9,It's too expensive!!!, $104.68 
TRX-53591,03/01/2026,internet provider,0.375933053,It's too expensive!!!, $46.38 
TRX-34223,,spotify,0.0085,Negotiation needed ASAP, $8.16 
TRX-76376,,netflix,0.569648531,Spaces at the beginning, $45.89 
TRX-41831,,electricity bill,0.0085,It's too expensive!!!, $3.48 
TRX-96781,03/01/2026,cloud storage,0.9,Stop charging me., $8.34 
TRX-79951,03/01/2026,cloud storage,0.9,, $12.59 
TRX-98912,,electricity bill,0.0085,, $7.50 
TRX-62819,,spotify,0.0085,, $45.16 
TRX-30063,,cloud storage,,Stop charging me., $5.29 
TRX-22343,03/01/2026,gym membership,0.0085,Negotiation needed ASAP, $46.46 
TRX-13335,,cloud storage,,Spaces at the beginning, $7.86 
TRX-3880,,cloud storage,0.019857198,, $6.99 
TRX-5613,,netflix,0.9,, $121.02 
TRX-49638,03/01/2026,electricity bill,0.210016036,, $110.72 
TRX-44614,,electricity bill,,, $38.51 
TRX-40164,,internet provider,0.156921982,Negotiation needed ASAP, $3.72 
TRX-49719,,gym membership,0.358771063,Spaces at the beginning, $11.70 
TRX-38592,,gym membership,0.0085,Negotiation needed ASAP, $3.47 
TRX-38545,,cloud storage,0.9,, $4.52 
TRX-70528,,electricity bill,,Stop charging me., $38.51 
TRX-28153,,electricity bill,,It's too expensive!!!, $38.51 
TRX-9010,,cloud storage,0.0085,Stop charging me., $43.01 
TRX-31841,03/01/2026,spotify,0.9,Negotiation needed ASAP, $147.39 
TRX-72511,12/04/2025,gym membership,0.236001644,, $46.46 
TRX-56277,,spotify,0.9,Stop charging me., $133.96 
TRX-59869,,gym membership,0.0085,Stop charging me., $117.37 
TRX-93957,,netflix,,It's too expensive!!!, $5.30 
TRX-23089,,netflix,0.0085,Negotiation needed ASAP, $18.77 
TRX-50142,,cloud storage,0.9,Spaces at the beginning, $14.60 
TRX-12975,,spotify,,Negotiation needed ASAP, $145.89 
TRX-95155,04/08/2025,spotify,,Stop charging me., $99.00 
TRX-70342,07/06/2025,electricity bill,0.257647962,Stop charging me., $129.44 
TRX-97196,,internet provider,0.9,Stop charging me., $56.22 
TRX-87155,03/01/2026,internet provider,0.0085,It's too expensive!!!, $46.38 
TRX-23147,,gym membership,0.0085,Negotiation needed ASAP, $130.00 
TRX-5783,,electricity bill,0.201782412,It's too expensive!!!, $28.85 
TRX-65402,,cloud storage,,Stop charging me., $43.01 
TRX-50449,,netflix,0.9,Spaces at the beginning, $72.28 
TRX-49599,,internet provider,0.9,It's too expensive!!!, $126.19 
TRX-16351,,gym membership,0.9,, $46.46 
TRX-57331,,electricity bill,0.779629751,Negotiation needed ASAP, $12.90 
TRX-95510,,netflix,,It's too expensive!!!, $44.83 
TRX-34222,,electricity bill,0.320987716,Stop charging me., $3.91 
TRX-9313,,electricity bill,,Stop charging me., $10.49 
TRX-41619,,internet provider,0.0085,Negotiation needed ASAP, $46.38 
TRX-16982,,cloud storage,,Spaces at the beginning, $43.01 
TRX-30253,,electricity bill,,Negotiation needed ASAP, $42.39 
TRX-30938,03/01/2026,spotify,,Spaces at the beginning, $123.66 
TRX-35507,,internet provider,0.9,Spaces at the beginning, $19.23 
TRX-32092,,netflix,0.9,, $44.83 
TRX-82111,,electricity bill,0.9,Negotiation needed ASAP, $38.51 
TRX-90452,,internet provider,,, $31.28 
TRX-77753,,gym membership,0.9,Stop charging me., $7.59 
TRX-9923,,spotify,,Spaces at the beginning, $14.91 
TRX-22062,12/01/2025,cloud storage,0.9,It's too expensive!!!, $12.06 
TRX-98651,03/01/2026,gym membership,0.0085,Negotiation needed ASAP, $112.20 
TRX-73931,,gym membership,0.0085,It's too expensive!!!, $107.47 
TRX-12095,,netflix,0.28282566,Negotiation needed ASAP, $146.38 
TRX-36486,,internet provider,,Stop charging me., $116.10 
TRX-4556,03/01/2026,netflix,0.675969381,Negotiation needed ASAP, $44.83 
TRX-55692,03/01/2026,spotify,0.845945076,Negotiation needed ASAP, $11.01 
TRX-27321,,spotify,,, $45.16 
TRX-56818,03/01/2026,spotify,,It's too expensive!!!, $45.16 
TRX-50698,,spotify,0.86380833,, $17.97 
TRX-11774,,netflix,0.9,, $125.05 
TRX-34296,03/01/2026,spotify,,It's too expensive!!!, $45.16 
TRX-68174,,gym membership,0.0085,Spaces at the beginning, $46.46 
TRX-60716,,netflix,0.746072017,It's too expensive!!!, $44.83 
TRX-1475,03/01/2026,netflix,0.0085,It's too expensive!!!, $145.53 
TRX-88478,,internet provider,0.351338759,It's too expensive!!!, $55.54 
TRX-37520,07/08/2025,gym membership,0.9,Negotiation needed ASAP, $6.36 
TRX-39015,,internet provider,0.9,Spaces at the beginning, $104.86 
TRX-61400,,spotify,0.9,Stop charging me., $70.88 
TRX-67188,,netflix,0.0085,It's too expensive!!!, $44.83 
TRX-84241,,internet provider,0.0085,Stop charging me., $49.21 
TRX-80341,,spotify,0.981745215,, $8.63 
TRX-59215,,netflix,,It's too expensive!!!, $44.83 
TRX-7586,,spotify,0.9,Negotiation needed ASAP, $45.16 
TRX-34949,,electricity bill,0.9,Spaces at the beginning, $4.25 
TRX-23109,10/09/2025,electricity bill,,Negotiation needed ASAP, $25.80 
TRX-90964,,gym membership,,It's too expensive!!!, $3.70 
TRX-55541,,cloud storage,,Negotiation needed ASAP, $43.01 
TRX-91232,06/05/2025,cloud storage,0.774733913,Spaces at the beginning, $56.44 
TRX-49682,05/01/2025,spotify,0.9,Spaces at the beginning, $121.84 
TRX-22174,,gym membership,,, $61.56 
TRX-20113,03/01/2026,spotify,0.9,, $86.53 
TRX-28567,,internet provider,0.9,Negotiation needed ASAP, $85.87 
TRX-25178,,cloud storage,0.9,Spaces at the beginning, $13.33 
TRX-41693,,electricity bill,0.0085,Stop charging me., $38.51 
TRX-51978,03/01/2026,cloud storage,,Negotiation needed ASAP, $43.01 
TRX-88060,,gym membership,0.0085,Stop charging me., $19.14 
TRX-13712,03/01/2026,electricity bill,0.0085,Negotiation needed ASAP, $98.22 
TRX-55610,,cloud storage,,, $89.13 
TRX-69449,,spotify,0.0085,, $8.93 
TRX-75530,,gym membership,,Stop charging me., $77.97 
TRX-62911,12/07/2025,netflix,,, $9.51 
TRX-90023,,internet provider,0.9,Spaces at the beginning, $46.38 
TRX-61011,03/01/2026,cloud storage,,It's too expensive!!!, $81.97 
TRX-25361,04/01/2026,electricity bill,,Stop charging me., $11.09 
TRX-42651,,cloud storage,,Spaces at the beginning, $102.73 
TRX-16365,,internet provider,0.0085,, $46.38 
TRX-93044,,gym membership,0.0085,Negotiation needed ASAP, $86.74 
TRX-26163,,internet provider,,It's too expensive!!!, $8.33 
TRX-10573,,cloud storage,0.0085,, $36.84 
TRX-42695,03/01/2026,netflix,0.853589931,It's too expensive!!!, $44.83 
TRX-11933,03/01/2026,cloud storage,,Stop charging me., $8.43 
TRX-41948,03/01/2026,cloud storage,0.620809574,Negotiation needed ASAP, $4.36 
TRX-93337,,cloud storage,0.9,Spaces at the beginning, $142.19 
TRX-3764,,spotify,,, $101.93 
TRX-53297,,internet provider,0.9,Negotiation needed ASAP, $11.02 
TRX-11191,,electricity bill,0.0085,Spaces at the beginning, $64.97 
TRX-49120,03/01/2026,internet provider,0.0085,Negotiation needed ASAP, $140.74 
TRX-58135,,electricity bill,0.9,Negotiation needed ASAP, $26.38 
TRX-76591,,internet provider,0.0085,Negotiation needed ASAP, $84.62 
